Log Start Time,2026-01-18T18:33:50
Delta uS,V Ch1,V Ch2, I, X, Y, Z, Temp, RTC Stamp
31432.0,7.790,0.0,0.0000,2.98,-0.86,9.57,69,2026-01-18T18:35:22
30384.0,7.790,0.0,0.0000,3.45,2.51,13.42,69,2026-01-18T18:35:22
256296.0,7.847,0.0,0.0000,1.10,5.65,10.04,69,2026-01-18T18:35:23
133616.0,7.761,0.0,0.0000,-0.39,1.33,8.32,69,2026-01-18T18:35:23
116160.0,7.560,0.0,0.0000,-3.45,5.65,5.88,69,2026-01-18T18:35:23
29976.0,7.503,0.0,0.0000,1.49,12.55,10.12,69,2026-01-18T18:35:23
89856.0,7.331,0.0,0.0000,5.02,10.67,10.59,69,2026-01-18T18:35:23
47504.0,7.331,0.0,0.0000,4.47,8.16,13.81,69,2026-01-18T18:35:23
105224.0,7.618,0.0,0.0000,-1.88,-3.14,13.57,69,2026-01-18T18:35:23
43024.0,7.589,0.0,0.0000,-6.98,4.94,4.39,69,2026-01-18T18:35:23
29856.0,7.589,0.0,0.0000,-4.39,-0.31,8.79,69,2026-01-18T18:35:23
45952.0,7.675,0.0,0.0000,-3.22,0.55,12.08,69,2026-01-18T18:35:23
67104.0,7.818,0.0,0.0000,-6.51,-3.37,6.59,69,2026-01-18T18:35:23
29928.0,7.732,0.0,0.0000,-8.87,-6.90,6.90,69,2026-01-18T18:35:23
50312.0,7.618,0.0,0.0000,-6.51,-5.88,12.87,69,2026-01-18T18:35:23
35704.0,7.274,0.0,0.0000,-3.37,-3.06,3.37,69,2026-01-18T18:35:23
30608.0,7.331,0.0,0.0000,-7.45,4.71,3.77,69,2026-01-18T18:35:23
29848.0,7.446,0.0,0.0000,-15.93,9.18,4.47,69,2026-01-18T18:35:23
29864.0,7.331,0.0,0.0000,-3.77,4.24,11.06,69,2026-01-18T18:35:23
32792.0,7.160,0.0,0.0000,-7.22,6.59,3.30,69,2026-01-18T18:35:24
29856.0,7.217,0.0,0.0000,-3.92,7.30,7.53,69,2026-01-18T18:35:24
1472.0,7.245,0.0,0.0000,-9.02,9.34,4.39,69,2026-01-18T18:35:24
30096.0,7.303,0.0,0.0000,-16.00,12.32,-1.41,69,2026-01-18T18:35:24
29864.0,7.532,0.0,0.0000,-15.14,13.34,-5.02,69,2026-01-18T18:35:24
34208.0,7.475,0.0,0.0000,-6.43,16.63,-5.02,69,2026-01-18T18:35:24
37352.0,7.618,0.0,0.0000,1.33,1.80,-11.30,69,2026-01-18T18:35:24
30000.0,7.790,0.0,0.0000,0.31,6.83,-12.24,69,2026-01-18T18:35:24
1480.0,7.790,0.0,0.0000,-2.98,5.02,-9.96,69,2026-01-18T18:35:24
