idx,t_rel_ms,A0_V
3421,52,0.75106
3422,52,0.75106
3423,52,0.72125
3424,52,0.74381
3425,52,0.73414
3426,52,0.72930
3427,52,0.72125
3428,52,0.73333
3429,52,0.72125
3430,52,0.68901
3431,52,0.69223
3432,52,0.70593
3433,52,0.70352
3434,52,0.66967
3435,52,0.69223
3436,52,0.69546
3437,52,0.71319
3438,52,0.67773
3439,52,0.69465
3440,52,0.67612
3441,52,0.68901
3442,52,0.66967
3443,52,0.66081
3444,52,0.65678
3445,52,0.65436
3446,52,0.66967
3447,52,0.63099
3448,52,0.64388
3449,52,0.64388
3450,52,0.63099
3451,52,0.63099
3452,52,0.61810
3453,52,0.60520
3454,52,0.66322
3455,52,0.61810
3456,52,0.61810
3457,52,0.64227
3458,52,0.61810
3459,52,0.58908
3460,52,0.60520
3461,52,0.59231
3462,52,0.53832
3463,52,0.58586
3464,52,0.56330
3465,52,0.55685
3466,52,0.56652
3467,52,0.55363
3468,52,0.57297
3469,52,0.55363
3470,52,0.53912
3471,52,0.54718
3472,52,0.56652
3473,52,0.60117
3474,52,0.50205
3475,52,0.53187
3476,52,0.53429
3477,52,0.51495
3478,52,0.50044
3479,52,0.52381
3480,52,0.49883
3481,52,0.48432
3482,52,0.50205
3483,52,0.50205
3484,52,0.49560
3485,52,0.46337
3486,52,0.46982
3487,53,0.48271
3488,53,0.48271
3489,53,0.46982
3490,53,0.47223
3491,53,0.45048
3492,53,0.47465
3493,53,0.41099
3494,53,0.44725
3495,53,0.45451
3496,53,0.45048
3497,53,0.40777
3498,53,0.45048
3499,53,0.41179
