Timestamp(ms),Current(uA),D0-D7
6545,914.603,10000000
6546,913.604,10000000
6547,914.599,10000000
6548,914.659,10000000
6549,913.108,10000000
6550,914.088,10000000
6551,914.058,10000000
6552,915.198,10000000
6553,914.224,10000000
6554,913.505,10000000
6555,913.363,10000000
6556,913.656,10000000
6557,914.546,10000000
6558,913.837,10000000
6559,913.798,10000000
6560,913.447,10000000
6561,912.661,10000000
6562,913.594,10000000
6563,914.556,10000000
6564,914.766,10000000
6565,912.926,10000000
6566,914.193,10000000
6567,913.189,10000000
6568,913.232,10000000
6569,913.395,10000000
6570,912.244,10000000
6571,911.671,10000000
6572,913.150,10000000
6573,914.621,10000000
6574,913.338,10000000
6575,912.529,10000000
6576,912.183,10000000
6577,912.078,10000000
6578,912.814,10000000
6579,914.731,10000000
6580,913.552,10000000
6581,912.601,10000000
6582,913.617,10000000
6583,913.365,10000000
6584,914.049,10000000
6585,913.499,10000000
6586,913.223,10000000
6587,914.072,10000000
6588,914.758,10000000
6589,913.988,10000000
6590,914.225,10000000
6591,914.146,10000000
6592,912.600,10000000
6593,911.949,10000000
6594,913.076,10000000
6595,913.230,10000000
6596,913.133,10000000
6597,913.615,10000000
6598,913.129,10000000
6599,914.204,10000000
6600,913.395,10000000
6601,913.941,10000000
6602,913.490,10000000
6603,914.217,10000000
6604,915.208,10000000
6605,913.712,10000000
6606,913.286,10000000
6607,913.723,10000000
6608,914.892,10000000
6609,913.705,10000000
6610,913.367,10000000
6611,912.587,10000000
6612,912.440,10000000
6613,911.871,10000000
6614,913.081,10000000
6615,912.240,10000000
6616,913.020,10000000
6617,912.023,10000000
6618,913.540,10000000
6619,913.711,10000000
6620,914.309,10000000
6621,913.380,10000000
6622,912.601,10000000
6623,912.383,10000000
6624,912.902,10000000
6625,911.995,10000000
6626,911.812,10000000
6627,912.033,10000000
6628,911.225,10000000
6629,910.903,10000000
6630,913.045,10000000
6631,912.407,10000000
6632,912.006,10000000
6633,913.152,10000000
6634,912.960,10000000
6635,912.484,10000000
6636,911.614,10000000
6637,911.177,10000000
6638,911.391,10000000
6639,911.848,10000000
6640,911.342,10000000
6641,912.038,10000000
6642,911.258,10000000
6643,911.184,10000000
6644,912.445,10000000
6645,913.084,10000000
6646,911.914,10000000
6647,911.388,10000000
6648,911.459,10000000
6649,911.820,10000000
6650,911.953,10000000
6651,912.349,10000000
6652,911.283,10000000
6653,910.486,10000000
6654,911.928,10000000
6655,911.279,10000000
6656,911.816,10000000
6657,912.430,10000000
6658,910.012,10000000
6659,911.545,10000000
6660,912.497,10000000
6661,913.879,10000000
6662,913.710,10000000
6663,912.386,10000000
6664,911.368,10000000
6665,911.687,10000000
6666,912.440,10000000
6667,912.625,10000000
6668,910.887,10000000
6669,911.840,10000000
6670,911.271,10000000
6671,910.999,10000000
6672,910.713,10000000
6673,909.676,10000000
6674,910.080,10000000
6675,910.537,10000000
6676,911.146,10000000
6677,910.472,10000000
6678,910.184,10000000
6679,910.339,10000000
6680,909.759,10000000
6681,909.541,10000000
6682,910.173,10000000
6683,910.615,10000000
6684,909.941,10000000
6685,910.528,10000000
6686,910.787,10000000
6687,909.619,10000000
6688,909.172,10000000
6689,909.694,10000000
6690,910.432,10000000
6691,909.425,10000000
6692,908.293,10000000
6693,909.888,10000000
6694,909.615,10000000
6695,909.835,10000000
6696,910.259,10000000
6697,910.493,10000000
6698,910.353,10000000
6699,910.163,10000000
6700,911.058,10000000
6701,911.513,10000000
6702,911.632,10000000
6703,911.068,10000000
6704,909.393,10000000
6705,909.327,10000000
6706,909.249,10000000
6707,908.882,10000000
6708,909.489,10000000
6709,909.170,10000000
6710,909.542,10000000
6711,908.435,10000000
6712,908.767,10000000
6713,908.344,10000000
6714,908.560,10000000
6715,909.240,10000000
6716,910.855,10000000
6717,909.201,10000000
