a5_V_10000000ohm,absdiff_V_10000000ohm,a5_V_1000000ohm,absdiff_V_1000000ohm,a5_V_330000ohm,absdiff_V_330000ohm,a5_V_10000ohm,absdiff_V_10000ohm,a5_V_1ohm,absdiff_V_1ohm
1.1106,0.5481,0.4689,0.1402,0.2580,0.0727,0.3012,0.0763,0.6543,0.2617
1.1135,0.5433,0.4689,0.1541,0.2603,0.0687,0.3013,0.0481,0.6544,0.2645
1.1284,0.5576,0.4705,0.1539,0.2634,0.0532,0.3021,0.0510,0.6579,0.2655
1.1335,0.5563,0.4719,0.1337,0.2638,0.0538,0.3046,0.0534,0.6671,0.2727
1.1383,0.5795,0.4719,0.1412,0.2667,0.0516,0.3086,0.0574,0.6678,0.2818
1.1445,0.5729,0.4721,0.1364,0.2673,0.0493,0.3142,0.0761,0.6715,0.2842
1.1451,0.5527,0.4730,0.1547,0.2687,0.0713,0.3150,0.0725,0.6738,0.2895
1.1565,0.5779,0.4735,0.1579,0.2692,0.0721,0.3154,0.0723,0.6757,0.2743
1.1622,0.5813,0.4757,0.1460,0.2721,0.0542,0.3161,0.0757,0.6812,0.2941
1.1624,0.5797,0.4762,0.1462,0.2741,0.0717,0.3209,0.0741,0.6832,0.2953
1.1673,0.5684,0.4770,0.1426,0.2760,0.0584,0.3227,0.0586,0.6864,0.2943
1.1795,0.5753,0.4775,0.1619,0.2784,0.0560,0.3230,0.0775,0.6893,0.2800
1.1804,0.5704,0.4776,0.1561,0.2788,0.0528,0.3265,0.0596,0.6913,0.2864
1.1829,0.5831,0.4784,0.1621,0.2792,0.0767,0.3277,0.0695,0.6932,0.3040
1.1942,0.5743,0.4797,0.1593,0.2805,0.0733,0.3279,0.0761,0.6944,0.2870
1.2008,0.5866,0.4801,0.1450,0.2839,0.0518,0.3319,0.0622,0.7003,0.3104
1.2037,0.5928,0.4808,0.1424,0.2845,0.0572,0.3360,0.0761,0.7022,0.2991
1.2085,0.5787,0.4817,0.1621,0.2851,0.0588,0.3372,0.0788,0.7035,0.3027
1.2127,0.5894,0.4869,0.1561,0.2858,0.0804,0.3400,0.0647,0.7039,0.2895
1.2136,0.5904,0.4871,0.1678,0.2888,0.0574,0.3402,0.0775,0.7061,0.2941
1.2207,0.5817,0.4884,0.1535,0.2892,0.0538,0.3427,0.0632,0.7126,0.3104
1.2236,0.5940,0.4889,0.1499,0.2903,0.0771,0.3435,0.0792,0.7137,0.3078
1.2240,0.5950,0.4913,0.1686,0.2916,0.0761,0.3440,0.0673,0.7150,0.3076
1.2315,0.5978,0.4935,0.1476,0.2929,0.0743,0.3478,0.0757,0.7213,0.2925
1.2317,0.5805,0.4941,0.1672,0.2939,0.0725,0.3486,0.0830,0.7225,0.3158
1.2368,0.6017,0.4943,0.1509,0.2960,0.0582,0.3493,0.0639,0.7228,0.3052
1.2387,0.6011,0.4943,0.1720,0.2967,0.0749,0.3497,0.0669,0.7260,0.3122
1.2430,0.5980,0.4951,0.1515,0.2985,0.0596,0.3497,0.0765,0.7260,0.3126
1.2449,0.5892,0.4953,0.1736,0.2988,0.0765,0.3501,0.0632,0.7278,0.3189
1.2473,0.5797,0.4958,0.1547,0.3014,0.0757,0.3508,0.0689,0.7295,0.3015
1.2534,0.6029,0.4958,0.1762,0.3023,0.0773,0.3516,0.0651,0.7310,0.3029
1.2582,0.6019,0.4959,0.1748,0.3026,0.0784,0.3559,0.0820,0.7326,0.3013
1.2634,0.6101,0.4966,0.1563,0.3027,0.0560,0.3600,0.0681,0.7367,0.3207
1.2675,0.6027,0.4968,0.1716,0.3046,0.0792,0.3619,0.0624,0.7395,0.3219
1.2740,0.5936,0.4971,0.1621,0.3102,0.0804,0.3625,0.0872,0.7441,0.3227
1.2749,0.6049,0.4980,0.1595,0.3110,0.0786,0.3640,0.0858,0.7511,0.3267
1.2824,0.5970,0.4986,0.1801,0.3121,0.0637,0.3656,0.0677,0.7527,0.3263
1.2884,0.5932,0.4988,0.1672,0.3127,0.0645,0.3658,0.0701,0.7542,0.3066
1.2956,0.5995,0.4999,0.1632,0.3171,0.0798,0.3673,0.0834,0.7556,0.3277
1.2985,0.6101,0.5032,0.1835,0.3208,0.0784,0.3726,0.0898,0.7587,0.3291
1.2989,0.5962,0.5034,0.1813,0.3212,0.0643,0.3736,0.0878,0.7602,0.3360
1.3077,0.6123,0.5037,0.1660,0.3225,0.0796,0.3752,0.0733,0.7639,0.3146
1.3141,0.6041,0.5037,0.1676,0.3238,0.0604,0.3786,0.0884,0.7655,0.3156
1.3143,0.6043,0.5042,0.1863,0.3293,0.0641,0.3788,0.0912,0.7683,0.3307
1.3162,0.6115,0.5068,0.1724,0.3328,0.0689,0.3796,0.0886,0.7693,0.3175
1.3164,0.6140,0.5086,0.1787,0.3331,0.0653,0.3803,0.0945,0.7731,0.3195
1.3189,0.6160,0.5086,0.1879,0.3340,0.0828,0.3810,0.0921,0.7768,0.3372
1.3202,0.6136,0.5108,0.1676,0.3347,0.0645,0.3811,0.0919,0.7835,0.3247
1.3211,0.6007,0.5123,0.1758,0.3372,0.0830,0.3830,0.0788,0.7850,0.3374
1.3223,0.5930,0.5138,0.1916,0.3403,0.0643,0.3866,0.0951,0.7865,0.3400
1.3232,0.6053,0.5138,0.1918,0.3405,0.0832,0.3883,0.0943,0.7917,0.3438
1.3233,0.6121,0.5164,0.1926,0.3415,0.0830,0.3891,0.0967,0.7923,0.3283
1.3242,0.6127,0.5176,0.1912,0.3415,0.0850,0.3905,0.0780,0.7936,0.3402
1.3247,0.6180,0.5217,0.1906,0.3434,0.0856,0.3961,0.0989,0.7993,0.3301
1.3285,0.6162,0.5224,0.1829,0.3443,0.0679,0.3990,0.0826,0.8003,0.3457
1.3347,0.6222,0.5224,0.1978,0.3449,0.0886,0.3997,0.0840,0.8058,0.3257
1.3348,0.6140,0.5245,0.1970,0.3467,0.0882,0.4048,0.1019,0.8065,0.3497
1.3377,0.6184,0.5267,0.2073,0.3480,0.0888,0.4067,0.0844,0.8112,0.3380
1.3409,0.6162,0.5281,0.2026,0.3485,0.0689,0.4104,0.0856,0.8125,0.3583
1.3421,0.6075,0.5282,0.2109,0.3540,0.0904,0.4112,0.0872,0.8130,0.3334
1.3525,0.6210,0.5300,0.1920,0.3570,0.0898,0.4136,0.0832,0.8138,0.3473
1.3552,0.5982,0.5316,0.2010,0.3586,0.0669,0.4150,0.0902,0.8152,0.3446
1.3591,0.6236,0.5317,0.2129,0.3602,0.0792,0.4153,0.1037,0.8161,0.3531
1.3607,0.6136,0.5325,0.1831,0.3619,0.0933,0.4178,0.0894,0.8222,0.3523
1.3609,0.6047,0.5387,0.2177,0.3624,0.0739,0.4189,0.1094,0.8228,0.3565
1.3639,0.5946,0.5396,0.2329,0.3632,0.0919,0.4204,0.0870,0.8233,0.3438
1.3654,0.6152,0.5398,0.2274,0.3660,0.0773,0.4208,0.0830,0.8237,0.3388
1.3686,0.6248,0.5447,0.2306,0.3669,0.0782,0.4211,0.1078,0.8309,0.3604
1.3740,0.6260,0.5456,0.2242,0.3712,0.0925,0.4225,0.1074,0.8326,0.3555
1.3795,0.6172,0.5456,0.2322,0.3729,0.0979,0.4229,0.0993,0.8351,0.3642
1.3813,0.6150,0.5467,0.2272,0.3741,0.0945,0.4246,0.1086,0.8369,0.3684
1.3816,0.6236,0.5476,0.2091,0.3789,0.0967,0.4286,0.1047,0.8406,0.3688
1.3824,0.6186,0.5487,0.2351,0.3801,0.0995,0.4298,0.0949,0.8408,0.3491
1.3825,0.6194,0.5525,0.2367,0.3814,0.0806,0.4313,0.1104,0.8418,0.3632
1.3826,0.6129,0.5539,0.2399,0.3814,0.1033,0.4314,0.1160,0.8443,0.3654
1.3827,0.6176,0.5547,0.2349,0.3821,0.0848,0.4334,0.1066,0.8493,0.3463
1.3828,0.6186,0.5576,0.2244,0.3854,0.0834,0.4338,0.0955,0.8518,0.3511
1.3828,0.6186,0.5576,0.2514,0.3866,0.0995,0.4367,0.1025,0.8543,0.3741
1.3828,0.6311,0.5603,0.2292,0.3868,0.1021,0.4386,0.1011,0.8593,0.3513
1.3828,0.6313,0.5604,0.2429,0.3897,0.0892,0.4396,0.1168,0.8594,0.3672
1.3829,0.6166,0.5611,0.2296,0.3915,0.1031,0.4397,0.1140,0.8624,0.3706
1.3830,0.6186,0.5613,0.2451,0.3944,0.1070,0.4414,0.1136,0.8654,0.3747
1.3831,0.6168,0.5644,0.2474,0.3970,0.0882,0.4421,0.1184,0.8663,0.3706
1.3832,0.6182,0.5654,0.2324,0.4012,0.1078,0.4472,0.1196,0.8682,0.3741
1.3833,0.6224,0.5666,0.2582,0.4021,0.1057,0.4487,0.1211,0.8687,0.3777
1.3834,0.6311,0.5686,0.2528,0.4030,0.1068,0.4490,0.1017,0.8736,0.3493
1.3835,0.6123,0.5702,0.2453,0.4038,0.0921,0.4496,0.1062,0.8755,0.3604
1.3835,0.6174,0.5726,0.2532,0.4040,0.1080,0.4500,0.1184,0.8784,0.3581
1.3836,0.6174,0.5736,0.2417,0.4097,0.1096,0.4509,0.1209,0.8816,0.3777
1.3838,0.6196,0.5740,0.2604,0.4105,0.0925,0.4515,0.1084,0.8821,0.3600
1.3839,0.6285,0.5776,0.2447,0.4129,0.0933,0.4516,0.1184,0.8836,0.3628
1.3839,0.6355,0.5786,0.2602,0.4137,0.0975,0.4518,0.1027,0.8863,0.3813
1.3840,0.6174,0.5787,0.2582,0.4167,0.1102,0.4527,0.1057,0.8876,0.3658
1.3840,0.6277,0.5791,0.2433,0.4175,0.0983,0.4544,0.1086,0.8904,0.3612
1.3844,0.6156,0.5815,0.2480,0.4189,0.0953,0.4562,0.1120,0.8911,0.3682
1.3846,0.6166,0.5834,0.2611,0.4202,0.1136,0.4565,0.1243,0.8966,0.3771
1.3847,0.6301,0.5883,0.2576,0.4209,0.1148,0.4572,0.1416,0.8996,0.3821
1.3849,0.6085,0.5888,0.2715,0.4214,0.1015,0.4581,0.1112,0.8997,0.3698
1.3849,0.6309,0.5890,0.2564,0.4252,0.1162,0.4585,0.1114,0.9008,0.3853
1.3849,0.6375,0.5938,0.2617,0.4267,0.1160,0.4598,0.1269,0.9014,0.3658
1.3850,0.6347,0.5945,0.2568,0.4279,0.1134,0.4610,0.1162,0.9058,0.3851
1.3851,0.6043,0.5970,0.2621,0.4279,0.1142,0.4625,0.1321,0.9086,0.3851
1.3851,0.6109,0.5989,0.2506,0.4282,0.0975,0.4629,0.1293,0.9090,0.3873
1.3851,0.6309,0.6015,0.2782,0.4292,0.1146,0.4629,0.1301,0.9171,0.3745
1.3852,0.6200,0.6030,0.2598,0.4298,0.1205,0.4636,0.1368,0.9197,0.3882
1.3853,0.6156,0.6043,0.2834,0.4310,0.1023,0.4641,0.1152,0.9204,0.3942
1.3853,0.6272,0.6044,0.2611,0.4312,0.1194,0.4672,0.1152,0.9240,0.3896
1.3854,0.6053,0.6086,0.2876,0.4330,0.1201,0.4682,0.1360,0.9258,0.3787
1.3854,0.6192,0.6089,0.2866,0.4335,0.1156,0.4697,0.1198,0.9272,0.3779
1.3855,0.6188,0.6113,0.2903,0.4343,0.1213,0.4699,0.1225,0.9275,0.3706
1.3856,0.6264,0.6117,0.2747,0.4353,0.1039,0.4700,0.1339,0.9297,0.3970
1.3857,0.6371,0.6146,0.2741,0.4371,0.1031,0.4742,0.1348,0.9389,0.3964
1.3858,0.6258,0.6170,0.2905,0.4375,0.1213,0.4743,0.1386,0.9405,0.3942
1.3858,0.6262,0.6202,0.2788,0.4377,0.1188,0.4746,0.1386,0.9442,0.3819
1.3861,0.6123,0.6232,0.2756,0.4388,0.1213,0.4752,0.1237,0.9462,0.4018
1.3861,0.6281,0.6241,0.2780,0.4396,0.1225,0.4766,0.1370,0.9494,0.3972
1.3861,0.6297,0.6244,0.2840,0.4400,0.1237,0.4784,0.1170,0.9556,0.4067
1.3862,0.6144,0.6306,0.2997,0.4403,0.1062,0.4787,0.1448,0.9567,0.3880
1.3862,0.6166,0.6345,0.3056,0.4407,0.1263,0.4809,0.1233,0.9575,0.3813
1.3862,0.6313,0.6359,0.3046,0.4420,0.1049,0.4852,0.1211,0.9593,0.4008
1.3865,0.6264,0.6364,0.2868,0.4433,0.1267,0.4853,0.1418,0.9661,0.3896
1.3865,0.6293,0.6365,0.3023,0.4443,0.1084,0.4860,0.1442,0.9672,0.4037
1.3866,0.6285,0.6389,0.2949,0.4444,0.1124,0.4887,0.1255,0.9734,0.3867
1.3867,0.6148,0.6450,0.2925,0.4448,0.1301,0.4900,0.1507,0.9745,0.4099
1.3868,0.6264,0.6462,0.3110,0.4454,0.1267,0.4907,0.1279,0.9759,0.4049
1.3870,0.6268,0.6497,0.3100,0.4469,0.1132,0.4910,0.1444,0.9773,0.4057
1.3873,0.6260,0.6509,0.3092,0.4501,0.1297,0.4918,0.1295,0.9870,0.3920
1.3874,0.6295,0.6510,0.2961,0.4509,0.1090,0.4922,0.1446,0.9898,0.4105
1.3874,0.6347,0.6516,0.3017,0.4520,0.1333,0.4930,0.1450,0.9904,0.4101
1.3875,0.6303,0.6533,0.3015,0.4533,0.1333,0.4932,0.1257,0.9907,0.4135
1.3876,0.6166,0.6543,0.3086,0.4535,0.1317,0.4936,0.1285,0.9913,0.4111
1.3879,0.6059,0.6570,0.3209,0.4536,0.1118,0.4953,0.1511,0.9940,0.4111
1.3879,0.6164,0.6593,0.3227,0.4539,0.1386,0.4961,0.1309,0.9958,0.4117
1.3884,0.6140,0.6615,0.3261,0.4553,0.1192,0.4965,0.1543,0.9995,0.4141
1.3887,0.6299,0.6619,0.3211,0.4565,0.1372,0.4967,0.1420,1.0008,0.4079
1.3889,0.6156,0.6620,0.3096,0.4574,0.1198,0.4975,0.1247,1.0027,0.4000
1.3889,0.6264,0.6625,0.3259,0.4580,0.1410,0.4984,0.1523,1.0044,0.3988
1.3899,0.6343,0.6636,0.3249,0.4598,0.1370,0.4985,0.1499,1.0052,0.4210
1.3919,0.6287,0.6642,0.3301,0.4601,0.1333,0.4996,0.1350,1.0073,0.4014
1.3990,0.6349,0.6643,0.3122,0.4614,0.1380,0.4998,0.1339,1.0107,0.4127
1.4050,0.6049,0.6643,0.3140,0.4632,0.1396,0.5001,0.1587,1.0146,0.4202
1.4158,0.6208,0.6645,0.3108,0.4642,0.1271,0.5004,0.1607,1.0158,0.4188
1.4236,0.6079,0.6646,0.3273,0.4643,0.1366,0.5007,0.1599,1.0172,0.4186
1.4301,0.6361,0.6647,0.3116,0.4650,0.1366,0.5020,0.1551,1.0205,0.4033
1.4342,0.6224,0.6647,0.3285,0.4679,0.1241,0.5030,0.1597,1.0284,0.4248
1.4511,0.6373,0.6648,0.3108,0.4681,0.1434,0.5032,0.1404,1.0317,0.4093
1.4601,0.6272,0.6648,0.3251,0.4689,0.1404,0.5037,0.1561,1.0348,0.4212
1.4672,0.6430,0.6650,0.3255,0.4692,0.1263,0.5044,0.1617,1.0400,0.4089
1.4714,0.6383,0.6652,0.3104,0.4696,0.1440,0.5066,0.1497,1.0410,0.4317
1.4742,0.6289,0.6654,0.3271,0.4697,0.1253,0.5072,0.1589,1.0464,0.4248
1.4784,0.6293,0.6654,0.3358,0.4706,0.1464,0.5073,0.1478,1.0492,0.4262
1.4806,0.6456,0.6655,0.3120,0.4711,0.1398,0.5077,0.1615,1.0516,0.4162
1.4836,0.6409,0.6656,0.3257,0.4723,0.1412,0.5097,0.1450,1.0549,0.4272
1.4866,0.6474,0.6656,0.3259,0.4736,0.1245,0.5119,0.1480,1.0605,0.4159
1.4904,0.6432,0.6657,0.3231,0.4747,0.1470,0.5120,0.1650,1.0607,0.4143
1.4929,0.6458,0.6657,0.3233,0.4750,0.1503,0.5123,0.1474,1.0637,0.4294
1.5050,0.6508,0.6658,0.3255,0.4773,0.1501,0.5126,0.1660,1.0705,0.4345
1.5103,0.6319,0.6659,0.3031,0.4775,0.1497,0.5156,0.1700,1.0740,0.4315
1.5255,0.6502,0.6660,0.3034,0.4778,0.1513,0.5173,0.1712,1.0744,0.4349
1.5402,0.6409,0.6662,0.3116,0.4786,0.1491,0.5194,0.1676,1.0816,0.4298
1.5416,0.6385,0.6663,0.3303,0.4792,0.1358,0.5197,0.1863,1.0819,0.4202
1.5564,0.6407,0.6664,0.3096,0.4805,0.1283,0.5208,0.1760,1.0832,0.4093
1.5685,0.6565,0.6665,0.3086,0.4823,0.1577,0.5212,0.1597,1.0835,0.4335
1.5736,0.6595,0.6666,0.3251,0.4837,0.1366,0.5215,0.1638,1.0853,0.4355
1.5757,0.6474,0.6667,0.3237,0.4848,0.1480,0.5217,0.1529,1.0863,0.4218
1.5837,0.6593,0.6667,0.3243,0.4853,0.1577,0.5226,0.1825,1.0878,0.4353
1.5867,0.6486,0.6668,0.3120,0.4862,0.1354,0.5251,0.1833,1.0885,0.4202
1.5946,0.6492,0.6668,0.3324,0.4884,0.1485,0.5256,0.1724,1.0894,0.4222
1.5973,0.6565,0.6670,0.3025,0.4894,0.1577,0.5258,0.1833,1.0912,0.4359
1.5974,0.6611,0.6671,0.3251,0.4894,0.1632,0.5260,0.1765,1.0925,0.4375
1.5984,0.6599,0.6671,0.3299,0.4910,0.1406,0.5278,0.1716,1.0994,0.4333
1.5994,0.6516,0.6672,0.3239,0.4941,0.1577,0.5322,0.1897,1.1027,0.4359
1.5998,0.6486,0.6672,0.3257,0.4944,0.1446,0.5354,0.1948,1.1032,0.4178
1.6004,0.6704,0.6673,0.3102,0.4951,0.1489,0.5377,0.1793,1.1037,0.4246
1.6011,0.6506,0.6675,0.3104,0.4952,0.1468,0.5377,0.1944,1.1060,0.4264
1.6012,0.6488,0.6677,0.3038,0.4952,0.1611,0.5434,0.1827,1.1065,0.4391
1.6014,0.6365,0.6677,0.3054,0.4960,0.1716,0.5439,0.1807,1.1067,0.4389
1.6020,0.6516,0.6677,0.3259,0.4967,0.1654,0.5446,0.1781,1.1091,0.4268
1.6023,0.6482,0.6677,0.3273,0.4978,0.1414,0.5451,0.2028,1.1110,0.4405
1.6024,0.6510,0.6679,0.3241,0.4979,0.1638,0.5476,0.2026,1.1127,0.4284
1.6024,0.6633,0.6682,0.3118,0.4987,0.1587,0.5489,0.1855,1.1189,0.4417
1.6025,0.6377,0.6683,0.3122,0.4989,0.1609,0.5538,0.1968,1.1208,0.4417
1.6025,0.6629,0.6684,0.3066,0.5001,0.1547,0.5542,0.2063,1.1232,0.4415
1.6028,0.6498,0.6684,0.3096,0.5004,0.1531,0.5578,0.1936,1.1236,0.4419
1.6030,0.6482,0.6688,0.3235,0.5006,0.1632,0.5578,0.2137,1.1258,0.4437
1.6031,0.6607,0.6690,0.3328,0.5019,0.1509,0.5582,0.1958,1.1265,0.4417
1.6031,0.6617,0.6693,0.3318,0.5026,0.1704,0.5586,0.1958,1.1270,0.4248
1.6032,0.6609,0.6695,0.3257,0.5038,0.1781,0.5605,0.2135,1.1319,0.4472
1.6032,0.6635,0.6698,0.3237,0.5054,0.1569,0.5616,0.2190,1.1344,0.4323
1.6036,0.6522,0.6702,0.3110,0.5071,0.1531,0.5639,0.2018,1.1396,0.4439
1.6036,0.6627,0.6702,0.3267,0.5072,0.1758,0.5679,0.2242,1.1407,0.4456
1.6039,0.6603,0.6704,0.3134,0.5074,0.1559,0.5710,0.2198,1.1411,0.4313
1.6041,0.6470,0.6706,0.3229,0.5074,0.1964,0.5729,0.2079,1.1425,0.4510
1.6042,0.6468,0.6718,0.3362,0.5093,0.1809,0.5750,0.2200,1.1460,0.4349
1.6042,0.6599,0.6737,0.3179,0.5109,0.1642,0.5761,0.2258,1.1461,0.4331
1.6045,0.6583,0.6741,0.3275,0.5116,0.1736,0.5793,0.2248,1.1506,0.4486
1.6046,0.6615,0.6751,0.3328,0.5117,0.1781,0.5798,0.2300,1.1514,0.4375
1.6047,0.6452,0.6768,0.3370,0.5125,0.1609,0.5821,0.2260,1.1519,0.4522
1.6047,0.6567,0.6771,0.3201,0.5136,0.1793,0.5826,0.2345,1.1540,0.4512
1.6048,0.6492,0.6772,0.3380,0.5143,0.1841,0.5830,0.2270,1.1573,0.4504
1.6048,0.6647,0.6780,0.3205,0.5149,0.1561,0.5860,0.2234,1.1590,0.4375
1.6049,0.6341,0.6797,0.3231,0.5150,0.1615,0.5865,0.2119,1.1614,0.4470
1.6052,0.6409,0.6803,0.3378,0.5161,0.1680,0.5868,0.2194,1.1638,0.4558
1.6052,0.6589,0.6805,0.3364,0.5173,0.1815,0.5870,0.2333,1.1641,0.4361
1.6052,0.6720,0.6836,0.3273,0.5173,0.1815,0.5875,0.2306,1.1670,0.4548
1.6053,0.6472,0.6851,0.3471,0.5174,0.1787,0.5901,0.2353,1.1696,0.4309
1.6053,0.6661,0.6864,0.3253,0.5189,0.1742,0.5911,0.2288,1.1716,0.4568
1.6054,0.6677,0.6865,0.3428,0.5194,0.1694,0.5934,0.2379,1.1724,0.4383
1.6055,0.6589,0.6883,0.3471,0.5202,0.1821,0.5940,0.2367,1.1737,0.4506
1.6055,0.6599,0.6886,0.3352,0.5208,0.1835,0.5949,0.2183,1.1755,0.4385
1.6056,0.6526,0.6890,0.3422,0.5214,0.1831,0.5953,0.2264,1.1755,0.4582
1.6056,0.6615,0.6904,0.3446,0.5250,0.1704,0.5956,0.2379,1.1824,0.4568
1.6058,0.6669,0.6918,0.3461,0.5261,0.1948,0.5963,0.2381,1.1831,0.4556
1.6059,0.6617,0.6920,0.3303,0.5262,0.1726,0.5967,0.2228,1.1865,0.4415
1.6060,0.6591,0.6944,0.3344,0.5262,0.1760,0.6012,0.2403,1.1899,0.4560
1.6060,0.6617,0.6954,0.3313,0.5270,0.1841,0.6051,0.2351,1.1956,0.4441
1.6063,0.6450,0.6955,0.3291,0.5297,0.1996,0.6078,0.2347,1.1970,0.4556
1.6072,0.6595,0.6984,0.3535,0.5301,0.1998,0.6085,0.2401,1.2002,0.4550
1.6089,0.6587,0.7016,0.3517,0.5316,0.1901,0.6085,0.2453,1.2002,0.4607
,,0.7017,0.3493,0.5323,0.2030,0.6089,0.2490,1.2029,0.4607
,,0.7029,0.3461,0.5334,0.1908,0.6094,0.2470,1.2059,0.4403
,,0.7070,0.3346,0.5338,0.2020,0.6096,0.2482,1.2077,0.4458
,,0.7108,0.3529,0.5345,0.1875,0.6132,0.2345,1.2082,0.4460
,,0.7110,0.3541,0.5369,0.2089,0.6141,0.2367,1.2114,0.4458
,,0.7119,0.3372,0.5402,0.1922,0.6143,0.2349,1.2116,0.4448
,,0.7126,0.3511,0.5407,0.2071,0.6216,0.2554,1.2117,0.4576
,,0.7141,0.3446,0.5408,0.1964,0.6219,0.2578,1.2162,0.4623
,,0.7151,0.3477,0.5424,0.1976,0.6226,0.2484,1.2174,0.4460
,,0.7154,0.3654,0.5449,0.1956,0.6242,0.2619,1.2174,0.4492
,,0.7169,0.3610,0.5451,0.2141,0.6244,0.2445,1.2188,0.4399
,,0.7172,0.3434,0.5457,0.2022,0.6265,0.2439,1.2198,0.4585
,,0.7172,0.3559,0.5472,0.2000,0.6286,0.2631,1.2227,0.4651
,,0.7184,0.3444,0.5514,0.2049,0.6294,0.2488,1.2264,0.4649
,,0.7198,0.3589,0.5527,0.2020,0.6312,0.2586,1.2271,0.4528
,,0.7228,0.3656,0.5535,0.2250,0.6340,0.2600,1.2274,0.4593
,,0.7269,0.3535,0.5537,0.2073,0.6350,0.2449,1.2338,0.4695
,,0.7270,0.3602,0.5540,0.2300,0.6355,0.2651,1.2368,0.4671
,,0.7291,0.3642,0.5585,0.2248,0.6368,0.2667,1.2384,0.4641
,,0.7299,0.3614,0.5601,0.2083,0.6399,0.2711,1.2450,0.4500
,,0.7329,0.3511,0.5606,0.2318,0.6400,0.2502,1.2454,0.4536
,,0.7332,0.3475,0.5609,0.2177,0.6414,0.2558,1.2459,0.4403
,,0.7339,0.3712,0.5621,0.2335,0.6415,0.2703,1.2533,0.4524
,,0.7368,0.3690,0.5661,0.2163,0.6504,0.2707,1.2545,0.4713
,,0.7376,0.3549,0.5677,0.2322,0.6515,0.2703,1.2576,0.4728
,,0.7396,0.3680,0.5679,0.2119,0.6521,0.2766,1.2602,0.4681
,,0.7409,0.3595,0.5681,0.2324,0.6536,0.2631,1.2639,0.4679
,,0.7410,0.3720,0.5723,0.2167,0.6561,0.2562,1.2660,0.4564
,,0.7449,0.3718,0.5724,0.2200,0.6563,0.2727,1.2711,0.4732
,,0.7455,0.3710,0.5727,0.2369,0.6592,0.2794,1.2747,0.4740
,,0.7465,0.3602,0.5750,0.2369,0.6606,0.2790,1.2758,0.4679
,,0.7467,0.3581,0.5758,0.2256,0.6615,0.2627,1.2764,0.4605
,,0.7477,0.3732,0.5793,0.2262,0.6624,0.2800,1.2789,0.4719
,,0.7483,0.3638,0.5816,0.2270,0.6644,0.2836,1.2841,0.4705
,,0.7504,0.3837,0.5830,0.2329,0.6668,0.2713,1.2895,0.4730
,,0.7507,0.3749,0.5833,0.2441,0.6688,0.2810,1.2945,0.4726
,,0.7519,0.3783,0.5845,0.2335,0.6719,0.2820,1.2968,0.4780
,,0.7554,0.3543,0.5855,0.2286,0.6723,0.2901,1.2988,0.4633
,,0.7569,0.3650,0.5884,0.2560,0.6740,0.2890,1.3020,0.4635
,,0.7570,0.3692,0.5898,0.2254,0.6740,0.3023,1.3020,0.4752
,,0.7614,0.3873,0.5903,0.2449,0.6750,0.2820,1.3072,0.4617
,,0.7630,0.3799,0.5906,0.2349,0.6757,0.2876,1.3074,0.4820
,,0.7636,0.3803,0.5934,0.2548,0.6758,0.2739,1.3082,0.4776
,,0.7645,0.3678,0.5953,0.2379,0.6778,0.2917,1.3139,0.4828
,,0.7656,0.3791,0.5980,0.2443,0.6810,0.2901,1.3146,0.4667
,,0.7670,0.3708,0.5999,0.2615,0.6820,0.2876,1.3164,0.4742
,,0.7680,0.3803,0.6005,0.2580,0.6823,0.2977,1.3181,0.4621
,,0.7682,0.3761,0.6038,0.2449,0.6834,0.2860,1.3286,0.4671
,,0.7696,0.3678,0.6059,0.2588,0.6834,0.2864,1.3289,0.4641
,,0.7753,0.3849,0.6076,0.2465,0.6883,0.2842,1.3310,0.4806
,,0.7759,0.3791,0.6089,0.2506,0.6890,0.2812,1.3319,0.4794
,,0.7760,0.3720,0.6094,0.2683,0.6932,0.3034,1.3413,0.4665
,,0.7771,0.3775,0.6096,0.2490,0.6935,0.2870,1.3447,0.4834
,,0.7788,0.3908,0.6102,0.2691,0.6988,0.2758,1.3453,0.4617
,,0.7820,0.3779,0.6155,0.2486,0.6991,0.2864,1.3472,0.4820
,,0.7839,0.3946,0.6156,0.2619,0.7015,0.2953,1.3475,0.4556
,,0.7853,0.3980,0.6170,0.2665,0.7047,0.2850,1.3483,0.4802
,,0.7854,0.3801,0.6182,0.2768,0.7051,0.2933,1.3512,0.4776
,,0.7895,0.4010,0.6200,0.2717,0.7060,0.2893,1.3525,0.4840
,,0.7900,0.4023,0.6207,0.2737,0.7067,0.2997,1.3559,0.4742
,,0.7929,0.4004,0.6211,0.2764,0.7075,0.2917,1.3562,0.4711
,,0.7931,0.3827,0.6271,0.2627,0.7095,0.2967,1.3582,0.4709
,,0.7941,0.4012,0.6292,0.2776,0.7117,0.3062,1.3584,0.4854
,,0.7994,0.3966,0.6295,0.2743,0.7122,0.3088,1.3608,0.4691
,,0.8003,0.3827,0.6297,0.2685,0.7169,0.2967,1.3663,0.4889
,,0.8008,0.4008,0.6313,0.2796,0.7205,0.3086,1.3672,0.4832
,,0.8009,0.4025,0.6329,0.2574,0.7239,0.3088,1.3724,0.4746
,,0.8020,0.3855,0.6334,0.2766,0.7250,0.3019,1.3750,0.4786
,,0.8023,0.4049,0.6344,0.2838,0.7257,0.3098,1.3775,0.4691
