a5_V_10000000ohm,absdiff_V_10000000ohm,a5_V_1000000ohm,absdiff_V_1000000ohm,a5_V_330000ohm,absdiff_V_330000ohm,a5_V_10000ohm,absdiff_V_10000ohm,a5_V_1ohm,absdiff_V_1ohm
,,1.3427,0.5491,1.3484,0.5233,1.3454,0.4810,1.7035,0.5251
,,1.3432,0.5505,1.3525,0.5102,1.3477,0.4717,1.7037,0.5249
,,1.3454,0.5620,1.3573,0.5279,1.3487,0.4893,1.7038,0.5084
,,1.3470,0.5606,1.3601,0.5233,1.3491,0.4677,1.7038,0.5108
,,1.3493,0.5499,1.3650,0.5304,1.3492,0.4826,1.7038,0.5243
,,1.3517,0.5580,1.3657,0.5283,1.3523,0.4728,1.7039,0.5086
,,1.3548,0.5511,1.3662,0.5116,1.3536,0.4834,1.7039,0.5116
,,1.3558,0.5394,1.3680,0.5026,1.3561,0.4721,1.7040,0.5138
,,1.3571,0.5592,1.3694,0.5112,1.3578,0.4830,1.7040,0.5213
,,1.3579,0.5620,1.3711,0.5265,1.3613,0.4639,1.7040,0.5223
,,1.3602,0.5497,1.3720,0.5229,1.3619,0.4842,1.7041,0.5112
,,1.3630,0.5495,1.3737,0.5116,1.3632,0.4848,1.7042,0.5014
,,1.3664,0.5640,1.3751,0.5151,1.3638,0.4711,1.7042,0.5126
,,1.3687,0.5519,1.3766,0.5142,1.3639,0.4758,1.7042,0.5243
,,1.3709,0.5499,1.3794,0.5243,1.3670,0.4699,1.7043,0.5068
,,1.3726,0.5477,1.3805,0.5267,1.3702,0.4840,1.7043,0.5124
,,1.3745,0.5640,1.3880,0.5157,1.3712,0.4637,1.7044,0.5084
,,1.3760,0.5539,1.3887,0.5116,1.3734,0.4883,1.7044,0.5283
,,1.3760,0.5549,1.3980,0.5281,1.3741,0.4762,1.7045,0.5068
,,1.3767,0.5431,1.3984,0.5136,1.3750,0.4909,1.7045,0.5223
,,1.3793,0.5719,1.4038,0.5372,1.3782,0.4959,1.7047,0.5112
,,1.3834,0.5539,1.4063,0.5310,1.3786,0.4909,1.7047,0.5114
,,1.3841,0.5690,1.4069,0.5163,1.3816,0.4754,1.7048,0.5068
,,1.3876,0.5559,1.4078,0.5173,1.3839,0.4881,1.7048,0.5120
,,1.3885,0.5624,1.4112,0.5233,1.3848,0.4820,1.7048,0.5267
,,1.3886,0.5424,1.4186,0.5161,1.3866,0.4838,1.7049,0.5124
,,1.3929,0.5678,1.4188,0.5151,1.3884,0.4873,1.7049,0.5207
,,1.3939,0.5545,1.4231,0.5306,1.3911,0.4879,1.7050,0.5126
,,1.3939,0.5733,1.4305,0.5310,1.3936,0.4742,1.7051,0.5094
,,1.3975,0.5547,1.4352,0.5372,1.3971,0.4907,1.7051,0.5239
,,1.3995,0.5594,1.4355,0.5318,1.3985,0.4915,1.7052,0.4955
,,1.3997,0.5682,1.4374,0.5215,1.3988,0.4748,1.7052,0.5193
,,1.4023,0.5678,1.4433,0.5211,1.4007,0.4957,1.7052,0.5201
,,1.4025,0.5551,1.4436,0.5229,1.4016,0.4788,1.7052,0.5201
,,1.4028,0.5690,1.4460,0.5207,1.4059,0.4919,1.7053,0.5209
,,1.4029,0.5555,1.4497,0.5354,1.4062,0.4802,1.7054,0.5080
,,1.4038,0.5674,1.4518,0.5239,1.4087,0.4697,1.7054,0.5165
,,1.4038,0.5706,1.4536,0.5239,1.4088,0.4923,1.7055,0.5112
,,1.4039,0.5563,1.4570,0.5459,1.4116,0.4713,1.7055,0.5201
,,1.4040,0.5658,1.4635,0.5144,1.4119,0.4939,1.7055,0.5205
,,1.4047,0.5453,1.4655,0.5241,1.4125,0.4792,1.7055,0.5300
,,1.4053,0.5535,1.4669,0.5253,1.4142,0.4903,1.7056,0.5134
,,1.4056,0.5708,1.4703,0.5287,1.4171,0.4899,1.7056,0.5187
,,1.4058,0.5678,1.4754,0.5263,1.4189,0.4949,1.7056,0.5211
,,1.4060,0.5680,1.4812,0.5384,1.4192,0.4683,1.7056,0.5243
,,1.4064,0.5696,1.4867,0.5249,1.4235,0.4788,1.7056,0.5306
,,1.4070,0.5545,1.4868,0.5223,1.4238,0.4832,1.7057,0.5060
,,1.4085,0.5646,1.4876,0.5338,1.4249,0.4945,1.7057,0.5100
,,1.4093,0.5561,1.4884,0.5285,1.4258,0.4764,1.7057,0.5124
,,1.4097,0.5592,1.4899,0.5308,1.4268,0.4935,1.7057,0.5219
,,1.4098,0.5549,1.4910,0.5269,1.4289,0.4961,1.7057,0.5239
,,1.4105,0.5604,1.4940,0.5441,1.4289,0.4981,1.7057,0.5239
,,1.4108,0.5706,1.4971,0.5298,1.4293,0.4939,1.7058,0.5022
,,1.4111,0.5678,1.5058,0.5320,1.4298,0.4973,1.7058,0.5213
,,1.4112,0.5499,1.5076,0.5422,1.4301,0.4830,1.7058,0.5267
,,1.4119,0.5567,1.5125,0.5455,1.4358,0.4969,1.7058,0.5267
,,1.4156,0.5680,1.5150,0.5330,1.4362,0.4806,1.7058,0.5310
,,1.4168,0.5767,1.5164,0.5467,1.4386,0.4963,1.7059,0.5203
,,1.4171,0.5622,1.5210,0.5459,1.4387,0.4927,1.7059,0.5247
,,1.4208,0.5678,1.5228,0.5455,1.4406,0.4919,1.7059,0.5267
,,1.4222,0.5668,1.5239,0.5445,1.4423,0.4997,1.7059,0.5269
,,1.4222,0.5688,1.5320,0.5237,1.4484,0.5020,1.7060,0.5100
,,1.4240,0.5727,1.5329,0.5541,1.4492,0.4836,1.7060,0.5221
,,1.4248,0.5739,1.5344,0.5551,1.4527,0.4999,1.7060,0.5245
,,1.4249,0.5743,1.5368,0.5459,1.4536,0.5040,1.7060,0.5273
,,1.4273,0.5725,1.5418,0.5358,1.4582,0.4772,1.7061,0.5054
,,1.4276,0.5559,1.5444,0.5356,1.4598,0.4975,1.7061,0.5092
,,1.4279,0.5721,1.5468,0.5467,1.4599,0.4967,1.7061,0.5106
,,1.4279,0.5737,1.5542,0.5292,1.4636,0.4979,1.7061,0.5225
,,1.4284,0.5717,1.5544,0.5503,1.4640,0.5048,1.7061,0.5273
,,1.4285,0.5473,1.5577,0.5366,1.4652,0.4899,1.7062,0.5078
,,1.4309,0.5727,1.5587,0.5513,1.4665,0.4995,1.7062,0.5243
,,1.4310,0.5797,1.5633,0.5400,1.4672,0.5008,1.7062,0.5245
,,1.4353,0.5745,1.5660,0.5290,1.4696,0.4987,1.7062,0.5249
,,1.4358,0.5777,1.5667,0.5398,1.4708,0.4975,1.7062,0.5257
,,1.4385,0.5761,1.5767,0.5400,1.4734,0.4836,1.7062,0.5259
,,1.4406,0.5584,1.5769,0.5374,1.4743,0.4999,1.7062,0.5290
,,1.4412,0.5743,1.5769,0.5557,1.4759,0.5024,1.7063,0.5231
,,1.4412,0.5829,1.5816,0.5555,1.4778,0.4995,1.7065,0.5030
,,1.4424,0.5753,1.5826,0.5428,1.4815,0.4846,1.7065,0.5032
,,1.4427,0.5753,1.5867,0.5541,1.4826,0.5078,1.7065,0.5090
,,1.4459,0.5519,1.5892,0.5563,1.4828,0.4899,1.7065,0.5193
,,1.4459,0.5624,1.5907,0.5398,1.4847,0.4889,1.7065,0.5197
,,1.4496,0.5783,1.5934,0.5539,1.4859,0.5062,1.7066,0.5072
,,1.4498,0.5777,1.5958,0.5296,1.4877,0.5028,1.7066,0.5189
,,1.4508,0.5779,1.5968,0.5527,1.4881,0.5090,1.7066,0.5229
,,1.4518,0.5809,1.5985,0.5531,1.4882,0.4885,1.7067,0.5086
,,1.4519,0.5721,1.5988,0.5507,1.4884,0.4903,1.7067,0.5189
,,1.4529,0.5650,1.6003,0.5574,1.4920,0.4786,1.7067,0.5237
,,1.4543,0.5519,1.6018,0.5418,1.4954,0.4889,1.7067,0.5267
,,1.4572,0.5745,1.6028,0.5572,1.4962,0.4899,1.7067,0.5283
,,1.4579,0.5640,1.6043,0.5584,1.4991,0.5040,1.7068,0.5048
,,1.4613,0.5690,1.6072,0.5422,1.4994,0.5064,1.7068,0.5104
,,1.4615,0.5765,1.6080,0.5535,1.5010,0.4909,1.7068,0.5108
,,1.4643,0.5572,1.6084,0.5400,1.5016,0.5008,1.7069,0.5076
,,1.4647,0.5656,1.6092,0.5406,1.5038,0.4931,1.7069,0.5134
,,1.4657,0.5785,1.6102,0.5539,1.5047,0.5098,1.7069,0.5221
,,1.4680,0.5819,1.6110,0.5559,1.5063,0.5010,1.7069,0.5229
,,1.4694,0.5666,1.6113,0.5479,1.5096,0.4947,1.7069,0.5239
,,1.4709,0.5856,1.6149,0.5418,1.5109,0.4957,1.7069,0.5245
,,1.4739,0.5551,1.6152,0.5576,1.5115,0.4935,1.7070,0.5124
,,1.4742,0.5785,1.6153,0.5553,1.5122,0.4881,1.7071,0.4991
,,1.4776,0.5870,1.6162,0.5336,1.5122,0.5171,1.7071,0.5187
,,1.4806,0.5811,1.6173,0.5553,1.5170,0.4911,1.7072,0.4983
,,1.4823,0.5713,1.6177,0.5567,1.5171,0.4931,1.7072,0.5096
,,1.4838,0.5878,1.6185,0.5431,1.5183,0.4945,1.7072,0.5243
,,1.4845,0.5670,1.6198,0.5521,1.5213,0.4873,1.7073,0.5016
,,1.4845,0.5682,1.6202,0.5420,1.5237,0.5046,1.7073,0.5030
,,1.4846,0.5735,1.6202,0.5424,1.5267,0.5048,1.7073,0.5144
,,1.4859,0.5602,1.6202,0.5567,1.5318,0.4947,1.7073,0.5199
,,1.4882,0.5805,1.6220,0.5578,1.5327,0.5060,1.7073,0.5273
,,1.4891,0.5771,1.6223,0.5469,1.5346,0.5100,1.7073,0.5300
,,1.4911,0.5700,1.6247,0.5563,1.5351,0.5104,1.7074,0.5122
,,1.4942,0.5819,1.6254,0.5412,1.5358,0.5012,1.7074,0.5205
,,1.4953,0.5733,1.6261,0.5459,1.5363,0.4961,1.7075,0.5052
,,1.4962,0.5888,1.6280,0.5431,1.5367,0.5076,1.7075,0.5096
,,1.4974,0.5882,1.6281,0.5543,1.5396,0.4965,1.7075,0.5231
,,1.4997,0.5700,1.6301,0.5433,1.5396,0.5082,1.7077,0.5106
,,1.5030,0.5729,1.6309,0.5580,1.5411,0.5114,1.7077,0.5211
,,1.5038,0.5737,1.6315,0.5459,1.5440,0.4957,1.7078,0.5235
,,1.5039,0.5839,1.6319,0.5563,1.5446,0.5070,1.7079,0.5191
,,1.5040,0.5880,1.6321,0.5553,1.5454,0.4838,1.7081,0.5072
,,1.5046,0.5862,1.6323,0.5443,1.5516,0.5088,1.7081,0.5094
,,1.5047,0.5849,1.6323,0.5559,1.5522,0.5090,1.7081,0.5219
,,1.5047,0.5849,1.6361,0.5376,1.5526,0.4947,1.7082,0.5231
,,1.5061,0.5858,1.6362,0.5652,1.5553,0.5140,1.7082,0.5243
,,1.5064,0.5874,1.6384,0.5499,1.5586,0.5132,1.7082,0.5247
,,1.5068,0.5721,1.6393,0.5618,1.5590,0.5146,1.7083,0.5183
,,1.5069,0.5841,1.6405,0.5586,1.5592,0.4973,1.7084,0.5223
,,1.5069,0.5884,1.6410,0.5433,1.5622,0.5153,1.7084,0.5227
,,1.5070,0.5866,1.6416,0.5608,1.5650,0.5102,1.7085,0.5213
,,1.5071,0.5725,1.6433,0.5604,1.5707,0.5070,1.7085,0.5221
,,1.5107,0.5666,1.6434,0.5652,1.5711,0.4989,1.7085,0.5235
,,1.5137,0.5745,1.6448,0.5437,1.5725,0.5140,1.7086,0.5138
,,1.5158,0.5856,1.6457,0.5632,1.5741,0.4989,1.7086,0.5189
,,1.5159,0.5749,1.6466,0.5487,1.5743,0.5138,1.7086,0.5199
,,1.5195,0.5868,1.6483,0.5598,1.5752,0.5146,1.7087,0.5076
,,1.5202,0.5837,1.6484,0.5592,1.5761,0.5100,1.7087,0.5104
,,1.5240,0.5874,1.6491,0.5622,1.5776,0.5114,1.7088,0.5197
,,1.5265,0.5729,1.6493,0.5437,1.5784,0.5022,1.7088,0.5203
,,1.5266,0.5652,1.6494,0.5491,1.5797,0.5003,1.7088,0.5231
,,1.5283,0.5771,1.6502,0.5600,1.5799,0.5102,1.7089,0.5215
,,1.5292,0.5769,1.6532,0.5662,1.5804,0.5217,1.7091,0.5056
,,1.5294,0.5799,1.6544,0.5636,1.5809,0.5217,1.7096,0.5235
,,1.5329,0.5833,1.6558,0.5555,1.5839,0.5120,1.7101,0.4961
,,1.5364,0.5741,1.6563,0.5493,1.5871,0.5195,1.7103,0.5239
,,1.5371,0.5928,1.6572,0.5467,1.5885,0.5038,1.7104,0.5213
,,1.5389,0.5769,1.6579,0.5592,1.5886,0.5018,1.7115,0.5241
,,1.5413,0.5902,1.6581,0.5475,1.5887,0.5114,1.7148,0.5205
,,1.5436,0.5797,1.6588,0.5523,1.5890,0.5177,1.7272,0.5173
,,1.5466,0.5866,1.6590,0.5604,1.5896,0.5179,1.7336,0.5213
,,1.5500,0.5882,1.6599,0.5467,1.5912,0.4995,,
,,1.5525,0.5860,1.6600,0.5396,1.5926,0.4993,,
,,1.5533,0.5914,1.6608,0.5479,1.5938,0.4985,,
,,1.5556,0.5916,1.6613,0.5511,1.5944,0.5157,,
,,1.5573,0.5763,1.6626,0.5592,1.5953,0.4987,,
,,1.5590,0.5990,1.6636,0.5479,1.5965,0.5124,,
,,1.5592,0.5906,1.6663,0.5580,1.5965,0.5173,,
,,1.5626,0.5906,1.6675,0.5513,1.5967,0.4965,,
,,1.5641,0.5803,1.6681,0.5670,1.5973,0.5003,,
,,1.5644,0.5809,1.6692,0.5634,1.5990,0.5173,,
,,1.5682,0.5992,1.6694,0.5431,1.6028,0.5191,,
,,1.5689,0.5950,1.6696,0.5624,1.6031,0.4933,,
,,1.5697,0.5791,1.6719,0.5630,1.6033,0.5020,,
,,1.5709,0.5801,1.6730,0.5479,1.6047,0.5233,,
,,1.5736,0.5934,1.6737,0.5646,1.6049,0.5138,,
,,1.5738,0.5829,1.6746,0.5624,1.6058,0.5046,,
,,1.5742,0.5960,1.6747,0.5479,1.6064,0.4995,,
,,1.5794,0.5956,1.6751,0.5501,1.6065,0.5149,,
,,1.5800,0.5958,1.6757,0.5624,1.6085,0.5245,,
,,1.5808,0.5938,1.6776,0.5628,1.6086,0.5173,,
,,1.5815,0.6043,1.6778,0.5636,1.6126,0.5132,,
,,1.5816,0.5914,1.6780,0.5666,1.6141,0.5026,,
,,1.5839,0.5914,1.6790,0.5483,1.6142,0.5197,,
,,1.5851,0.5851,1.6799,0.5618,1.6151,0.5159,,
,,1.5851,0.5940,1.6805,0.5682,1.6156,0.5128,,
,,1.5865,0.5930,1.6811,0.5543,1.6171,0.5058,,
,,1.5881,0.5978,1.6813,0.5644,1.6172,0.5171,,
,,1.5888,0.5835,1.6820,0.5610,1.6174,0.5136,,
,,1.5900,0.6025,1.6827,0.5648,1.6178,0.5016,,
,,1.5910,0.6001,1.6828,0.5600,1.6188,0.5157,,
,,1.5911,0.5942,1.6829,0.5513,1.6193,0.5189,,
,,1.5918,0.6017,1.6838,0.5529,1.6202,0.5157,,
,,1.5923,0.5845,1.6838,0.5672,1.6228,0.5179,,
,,1.5926,0.6005,1.6842,0.5650,1.6240,0.5034,,
,,1.5939,0.5825,1.6850,0.5626,1.6241,0.5191,,
,,1.5956,0.5817,1.6850,0.5640,1.6257,0.5032,,
,,1.5956,0.5854,1.6850,0.5648,1.6259,0.5126,,
,,1.5976,0.5845,1.6853,0.5527,1.6260,0.5005,,
,,1.5977,0.5946,1.6853,0.5527,1.6275,0.5032,,
,,1.5979,0.5841,1.6855,0.5515,1.6281,0.5149,,
,,1.5982,0.5976,1.6859,0.5620,1.6299,0.5144,,
,,1.6000,0.5876,1.6864,0.5515,1.6307,0.5076,,
,,1.6002,0.5837,1.6865,0.5616,1.6317,0.5144,,
,,1.6004,0.5938,1.6867,0.5519,1.6326,0.5179,,
,,1.6006,0.5833,1.6883,0.5634,1.6335,0.5183,,
,,1.6006,0.6025,1.6886,0.5471,1.6337,0.5038,,
,,1.6009,0.5874,1.6886,0.5495,1.6349,0.5064,,
,,1.6012,0.5849,1.6894,0.5644,1.6355,0.5082,,
,,1.6012,0.5866,1.6907,0.5517,1.6357,0.5237,,
,,1.6014,0.5982,1.6907,0.5517,1.6377,0.5183,,
,,1.6015,0.5829,1.6908,0.5513,1.6381,0.5046,,
,,1.6015,0.5845,1.6912,0.5618,1.6404,0.5181,,
,,1.6015,0.5862,1.6915,0.5545,1.6405,0.5217,,
,,1.6016,0.5841,1.6917,0.5495,1.6418,0.5247,,
,,1.6017,0.6021,1.6918,0.5519,1.6429,0.5165,,
,,1.6018,0.6013,1.6919,0.5394,1.6435,0.5191,,
,,1.6019,0.5856,1.6924,0.5620,1.6438,0.5161,,
,,1.6019,0.5862,1.6927,0.5644,1.6438,0.5209,,
,,1.6019,0.5862,1.6927,0.5690,1.6440,0.5199,,
,,1.6020,0.5851,1.6931,0.5646,1.6450,0.5181,,
,,1.6021,0.5723,1.6932,0.5646,1.6466,0.5016,,
,,1.6024,0.5817,1.6933,0.5678,1.6467,0.5235,,
,,1.6025,0.5858,1.6936,0.5634,1.6468,0.5197,,
,,1.6026,0.5970,1.6938,0.5467,1.6474,0.4963,,
,,1.6027,0.5968,1.6945,0.5680,1.6479,0.5165,,
,,1.6029,0.5976,1.6948,0.5688,1.6493,0.5153,,
,,1.6029,0.5995,1.6950,0.5670,1.6494,0.5211,,
,,1.6031,0.6025,1.6951,0.5547,1.6509,0.4935,,
,,1.6032,0.5829,1.6951,0.5559,1.6509,0.4965,,
,,1.6033,0.5892,1.6955,0.5636,1.6510,0.5064,,
,,1.6034,0.5805,1.6958,0.5640,1.6510,0.5193,,
,,1.6034,0.5858,1.6968,0.5652,1.6521,0.5056,,
,,1.6035,0.5974,1.6969,0.5507,1.6523,0.4971,,
,,1.6036,0.5837,1.6973,0.5654,1.6533,0.5199,,
,,1.6036,0.5837,1.6974,0.5533,1.6536,0.5084,,
,,1.6036,0.5936,1.6975,0.5650,1.6540,0.5177,,
,,1.6037,0.5968,1.6976,0.5664,1.6541,0.5020,,
,,1.6037,0.5978,1.6977,0.5561,1.6541,0.5189,,
,,1.6039,0.5982,1.6978,0.5612,1.6568,0.4977,,
,,1.6039,0.5984,1.6979,0.5513,1.6568,0.5187,,
,,1.6041,0.5789,1.6979,0.5574,1.6570,0.5092,,
,,1.6042,0.6001,1.6979,0.5644,1.6587,0.5199,,
,,1.6043,0.5860,1.6980,0.5628,1.6590,0.5217,,
,,1.6044,0.5807,1.6985,0.5561,1.6599,0.5205,,
,,1.6046,0.5986,1.6990,0.5682,1.6603,0.5177,,
,,1.6047,0.5978,1.6993,0.5650,1.6609,0.5084,,
,,1.6048,0.5954,1.6997,0.5719,1.6629,0.5016,,
,,1.6050,0.5972,1.7002,0.5628,1.6630,0.4979,,
,,1.6050,0.6053,1.7003,0.5537,1.6630,0.5273,,
,,1.6051,0.5960,1.7004,0.5682,1.6636,0.5092,,
,,1.6053,0.5934,1.7005,0.5608,1.6659,0.5205,,
,,1.6054,0.5890,1.7015,0.5640,1.6664,0.5070,,
,,1.6054,0.5988,1.7017,0.5539,1.6674,0.5205,,
,,1.6056,0.5854,1.7019,0.5499,1.6674,0.5205,,
,,1.6056,0.5974,1.7025,0.5505,1.6680,0.5036,,
,,1.6061,0.5890,1.7027,0.5620,1.6683,0.5086,,
,,1.6062,0.5843,1.7027,0.5650,1.6699,0.5227,,
,,1.6062,0.5952,1.7028,0.5559,1.6710,0.5283,,
,,1.6063,0.5972,1.7028,0.5686,1.6717,0.5042,,
,,1.6071,0.5970,1.7033,0.5402,1.6722,0.5207,,
,,1.6072,0.5966,1.7036,0.5533,1.6737,0.5076,,
,,1.6074,0.5944,1.7037,0.5638,1.6738,0.5016,,
,,1.6086,0.5841,1.7039,0.5507,1.6743,0.5082,,
,,1.6087,0.5962,1.7039,0.5565,1.6745,0.5088,,
,,1.6090,0.5835,1.7039,0.5640,1.6747,0.5080,,
,,1.6090,0.5966,1.7040,0.5497,1.6749,0.5207,,
,,1.6092,0.5856,1.7041,0.5517,1.6751,0.5086,,
,,1.6110,0.5886,1.7043,0.5630,1.6752,0.5080,,
,,1.6111,0.5849,1.7044,0.5644,1.6753,0.5112,,
,,1.6114,0.5992,1.7046,0.5632,1.6763,0.5221,,
,,1.6127,0.6033,1.7047,0.5694,1.6765,0.5185,,
,,1.6147,0.6053,1.7049,0.5678,1.6767,0.5104,,
,,1.6150,0.5990,1.7051,0.5519,1.6767,0.5110,,
,,1.6163,0.5999,1.7053,0.5666,1.6773,0.5157,,
,,1.6167,0.5995,1.7054,0.5735,1.6778,0.5126,,
,,1.6171,0.5990,1.7055,0.5394,1.6789,0.5219,,
,,1.6176,0.5868,1.7057,0.5652,1.6802,0.5116,,
,,1.6199,0.5876,1.7059,0.5523,1.6806,0.5215,,
,,1.6215,0.5942,1.7059,0.5626,1.6810,0.5088,,
,,1.6219,0.5988,1.7059,0.5670,1.6820,0.5304,,
,,1.6229,0.5803,1.7060,0.5717,1.6823,0.5211,,
,,1.6234,0.5995,1.7062,0.5495,1.6827,0.5229,,
,,1.6240,0.5862,1.7062,0.5640,1.6830,0.5108,,
,,1.6241,0.5851,1.7065,0.5410,1.6830,0.5197,,
,,1.6246,0.6049,1.7065,0.5654,1.6831,0.5114,,
,,1.6247,0.5839,1.7068,0.5418,1.6835,0.5104,,
,,1.6249,0.5845,1.7069,0.5515,1.6838,0.5205,,
,,1.6271,0.5872,1.7070,0.5416,1.6842,0.5243,,
,,1.6279,0.5888,1.7071,0.5727,1.6843,0.5239,,
,,1.6280,0.6011,1.7073,0.5481,1.6843,0.5257,,
,,1.6303,0.5880,1.7073,0.5735,1.6846,0.5114,,
,,1.6308,0.5849,1.7074,0.5443,1.6847,0.5124,,
,,1.6330,0.6025,1.7076,0.5612,1.6847,0.5298,,
,,1.6332,0.6009,1.7079,0.5551,1.6849,0.5201,,
,,1.6342,0.5795,1.7083,0.5680,1.6853,0.5326,,
,,1.6366,0.5747,1.7089,0.5414,1.6855,0.5134,,
,,1.6375,0.6003,1.7090,0.5719,1.6858,0.5038,,
,,1.6394,0.5882,1.7093,0.5668,1.6858,0.5090,,
,,1.6398,0.6027,1.7095,0.5499,1.6867,0.5243,,
,,1.6413,0.5914,1.7102,0.5412,1.6868,0.5211,,
,,1.6415,0.6003,1.7116,0.5626,1.6870,0.5070,,
,,1.6435,0.5992,1.7118,0.5668,1.6870,0.5120,,
,,1.6457,0.5902,1.7122,0.5471,1.6872,0.5243,,
,,1.6469,0.6089,1.7122,0.5527,1.6877,0.5275,,
,,1.6471,0.5974,1.7186,0.5511,1.6877,0.5296,,
,,1.6511,0.5918,,,1.6879,0.5138,,
,,1.6542,0.5910,,,1.6879,0.5241,,
,,1.6543,0.6007,,,1.6883,0.5275,,
,,1.6557,0.5890,,,1.6886,0.5106,,
,,1.6571,0.6111,,,1.6890,0.5092,,
,,1.6573,0.6065,,,1.6893,0.5090,,
,,1.6620,0.6029,,,1.6895,0.5132,,
,,1.6630,0.6011,,,1.6896,0.5245,,
,,1.6631,0.5938,,,1.6900,0.5086,,
,,1.6634,0.5900,,,1.6902,0.5070,,
,,1.6638,0.5815,,,1.6902,0.5239,,
,,1.6650,0.5995,,,1.6903,0.5233,,
,,1.6654,0.5763,,,1.6904,0.5096,,
,,1.6665,0.6037,,,1.6904,0.5213,,
,,1.6680,0.5912,,,1.6904,0.5241,,
,,1.6696,0.5962,,,1.6912,0.5241,,
,,1.6701,0.6011,,,1.6914,0.5223,,
,,1.6701,0.6015,,,1.6927,0.5128,,
,,1.6709,0.5934,,,1.6927,0.5245,,
,,1.6716,0.6027,,,1.6930,0.5080,,
,,1.6730,0.6105,,,1.6931,0.5112,,
,,1.6744,0.5930,,,1.6936,0.5223,,
,,1.6747,0.6023,,,1.6936,0.5281,,
,,1.6757,0.6047,,,1.6937,0.5237,,
,,1.6761,0.5910,,,1.6939,0.5116,,
,,1.6761,0.6047,,,1.6939,0.5255,,
,,1.6763,0.6073,,,1.6940,0.5241,,
,,1.6764,0.6025,,,1.6947,0.5241,,
,,1.6772,0.5930,,,1.6950,0.4979,,
,,1.6775,0.5954,,,1.6950,0.5120,,
,,1.6780,0.5930,,,1.6950,0.5237,,
,,1.6782,0.6105,,,1.6953,0.5241,,
,,1.6800,0.6085,,,1.6955,0.5229,,
,,1.6801,0.5930,,,1.6957,0.5084,,
,,1.6818,0.6069,,,1.6957,0.5235,,
,,1.6819,0.5952,,,1.6957,0.5275,,
,,1.6822,0.6035,,,1.6961,0.5086,,
,,1.6826,0.6059,,,1.6964,0.5197,,
,,1.6828,0.6059,,,1.6966,0.5088,,
,,1.6830,0.5894,,,1.6968,0.5126,,
,,1.6834,0.5954,,,1.6977,0.5094,,
,,1.6835,0.5944,,,1.6981,0.5082,,
,,1.6837,0.5938,,,1.6983,0.5136,,
,,1.6841,0.6146,,,1.6984,0.5261,,
,,1.6846,0.5972,,,1.6987,0.5213,,
,,1.6846,0.5999,,,1.6987,0.5255,,
,,1.6851,0.6047,,,1.6989,0.5116,,
,,1.6858,0.5970,,,1.6989,0.5243,,
,,1.6858,0.6083,,,1.6991,0.5104,,
,,1.6865,0.6067,,,1.6991,0.5108,,
,,1.6870,0.6079,,,1.6995,0.5316,,
,,1.6870,0.6083,,,1.7000,0.5263,,
,,1.6885,0.6101,,,1.7011,0.5235,,
,,1.6891,0.5912,,,1.7013,0.5225,,
,,1.6894,0.6045,,,1.7019,0.5078,,
,,1.6898,0.6077,,,1.7019,0.5140,,
,,1.6899,0.5954,,,1.7020,0.5120,,
,,1.6907,0.5946,,,1.7020,0.5279,,
,,1.6912,0.5958,,,1.7021,0.5239,,
,,1.6915,0.6067,,,1.7022,0.5124,,
,,1.6916,0.6069,,,1.7022,0.5223,,
,,1.6921,0.6091,,,1.7023,0.5122,,
,,1.6921,0.6129,,,1.7024,0.5132,,
,,1.6928,0.6129,,,1.7024,0.5237,,
,,1.6930,0.6123,,,1.7026,0.5100,,
,,1.6932,0.6045,,,1.7026,0.5142,,
,,1.6939,0.6055,,,1.7027,0.5151,,
,,1.6949,0.5950,,,1.7028,0.5243,,
,,1.6949,0.6144,,,1.7029,0.5233,,
,,1.6952,0.6063,,,1.7030,0.5106,,
,,1.6954,0.5984,,,1.7031,0.5076,,
,,1.6954,0.6059,,,1.7031,0.5271,,
,,1.6955,0.6111,,,1.7032,0.5092,,
,,1.6959,0.6105,,,1.7033,0.5114,,
,,1.6960,0.5821,,,1.7034,0.5092,,
,,1.6964,0.6087,,,1.7035,0.5229,,
,,1.6966,0.6075,,,1.7036,0.5219,,
,,1.6967,0.6109,,,1.7036,0.5245,,
,,1.6969,0.6067,,,1.7038,0.5108,,
,,1.6970,0.6089,,,1.7039,0.5114,,
,,1.6974,0.6079,,,1.7039,0.5294,,
,,1.6975,0.6115,,,1.7040,0.5118,,
,,1.6984,0.5942,,,1.7040,0.5267,,
,,1.6984,0.6119,,,1.7040,0.5316,,
,,1.6986,0.6061,,,1.7041,0.5243,,
,,1.6989,0.5956,,,1.7043,0.5140,,
,,1.6990,0.6142,,,1.7043,0.5265,,
,,1.7001,0.5990,,,1.7044,0.5104,,
,,1.7002,0.6071,,,1.7044,0.5138,,
,,1.7015,0.5970,,,1.7044,0.5159,,
,,1.7017,0.6091,,,1.7045,0.5106,,
,,1.7018,0.6083,,,1.7045,0.5124,,
,,1.7018,0.6172,,,1.7045,0.5130,,
,,1.7024,0.5920,,,1.7045,0.5249,,
,,1.7025,0.5845,,,1.7045,0.5253,,
,,1.7027,0.5938,,,1.7045,0.5269,,
,,1.7029,0.6121,,,1.7046,0.5092,,
,,1.7030,0.6057,,,1.7047,0.5110,,
,,1.7031,0.5972,,,1.7047,0.5241,,
,,1.7031,0.6099,,,1.7047,0.5308,,
