t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
3878,3.3390,6244,6253,1.257718,1.259531,-0.001813
3919,3.3800,6268,6161,1.262553,1.241000,0.021553
3960,3.4210,6335,6269,1.276048,1.262754,0.013294
4002,3.4630,6369,6271,1.282897,1.263157,0.019740
4043,3.5040,6320,6256,1.273027,1.260136,0.012891
4085,3.5460,6300,6225,1.268998,1.253891,0.015107
4126,3.5870,6274,6205,1.263761,1.249863,0.013899
4167,3.6280,6260,6180,1.260941,1.244827,0.016114
4208,3.6690,6376,6271,1.284307,1.263157,0.021150
4249,3.7100,6318,6248,1.272624,1.258524,0.014100
4290,3.7510,6296,6226,1.268193,1.254093,0.014100
4331,3.7920,6276,6212,1.264164,1.251273,0.012891
4372,3.8330,6264,6158,1.261747,1.240396,0.021351
4413,3.8740,6351,6267,1.279271,1.262351,0.016920
4455,3.9160,6320,6244,1.273027,1.257718,0.015309
4496,3.9570,6304,6229,1.269804,1.254697,0.015107
4537,3.9980,6284,6210,1.265775,1.250870,0.014906
4578,4.0390,6266,6176,1.262150,1.244021,0.018129
4619,4.0800,6372,6271,1.283501,1.263157,0.020344
4660,4.1210,6326,6256,1.274235,1.260136,0.014100
4701,4.1620,6308,6240,1.270610,1.256913,0.013697
4742,4.2030,6288,6208,1.266581,1.250467,0.016114
4784,4.2450,6267,6192,1.262351,1.247244,0.015107
4825,4.2860,6264,6287,1.261747,1.266380,-0.004633
4866,4.3270,6324,6226,1.273833,1.254093,0.019740
4907,4.3680,6260,6254,1.260941,1.259733,0.001209
4948,4.4090,6294,6218,1.267790,1.252481,0.015309
4989,4.4500,6321,6243,1.273228,1.257517,0.015711
